,_id,Course_Name,Course_Rate,Course_Description,Lectures_Num,Course_Level,Course_hours
680,5e4115e770dfe123d09ba65f,drop outflow jerk artifactori solar eli fire,"4.4
(279 ratings)",complet hand drop cours demonstr effici use drop tool chain v,56 lectures,All Levels,6.5 hours
681,5e4115e770dfe123d09ba660,data structur algorithm complet masterclass,"4.6
(935 ratings)",crack code interview get masteri data structur algorithm becom data structur algorithm ace ninth parthasarathi,91 lectures,All Levels,8 hours
682,5e4115e770dfe123d09ba661,rest apt travel build real apt travel,"4.4
(835 ratings)",build rest apt market system use travel domin challeng featur axi travel quand melon,225 lectures,All Levels,15 hours
683,5e4115e770dfe123d09ba662,complet spent core 31 learn build project,"4.3
(75 ratings)",learn spent core 3 hand cours develop mac rest ape use asp core entiti framework core vojislav kovacev,124 lectures,All Levels,9.5 hours
684,5e4115e770dfe123d09ba663,whatnot messeng charcot dialogflow node,"4.3
(2,295 ratings)",use dialogflow train charcot dialogu develop back pp connect charcot web servic databas jena began,126 lectures,All Levels,9 hours
685,5e4115e770dfe123d09ba664,becom sal develop learn sir sui ssastsqldw,"4.1
(1,099 ratings)",learn sal develop skill scratchssr sui ssastsqldata warehous bluelim learn solut,137 lectures,Beginner,15.5 hours
686,5e4115e770dfe123d09ba665,asp net core 3 spent 5mvccangular crash cours,"4.1
(1,795 ratings)",learn build cross platform web ape spent core util mac c web apt angular entiti framework core devwebtut 247,258 lectures,All Levels,22.5 hours
687,5e4115e770dfe123d09ba666,cava design pattern cours,"4.5
(336 ratings)",understand gang four design pattern use cava tim buchalka learn program academi,157 lectures,Intermediate,24 hours
688,5e4115f470dfe123d09ba667,sal data scienc goos big queri,"4.4
(495 ratings)",learn sal data visual data analysi data scienc use goos cloud platform chri levi,47 lectures,Beginner,7 hours
689,5e4115f470dfe123d09ba668,stab foundat level 2018 syllabu exam,"4.5
(755 ratings)",sampl exam practic 2018 stab foundat level new syllabu exam rosi,6 practice tests,277 questions,277 questions
690,5e4115f470dfe123d09ba669,mulesoft complet mule 4 est scratch,"4.1
(47 ratings)",becom mulesoft terrifi develop learn mulesoft terrifi develop topic pass terrifi develop exam wogayehu,88 lectures,All Levels,16 hours
691,5e4115f470dfe123d09ba66a,hive advanc hive real time usag hadoop hurri tool,"4.4
(1,610 ratings)",apach hive basic hive advanc hive realiz concept use case ask interview j gang,77 lectures,All Levels,7 hours
692,5e4115f470dfe123d09ba66b,sal store procedur beginn advanc,"4.3
(1,884 ratings)",beginn guid queri databas design transact store procedur john pure,136 lectures,Beginner,18.5 hours
693,5e4115f470dfe123d09ba66c,jerk 2 bootcamp fulli automat build employ 2019,"4.2
(2,506 ratings)",introduct jerk build server use continu integr employ techniqu step step jason taylor,86 lectures,All Levels,6.5 hours
694,5e4115f470dfe123d09ba66d,program javascript three librari,"4.3
(388 ratings)",creat comput graphic use well crossbrows environ learn graphic space depth tim buchalka learn program academi,56 lectures,Beginner,5.5 hours
695,5e4115f470dfe123d09ba66e,salesforc develop train realiz project,"4.4
(1,120 ratings)",salesforc develop learn apex visualforc rest webservic realiz project deepika hanna,45 lectures,All Levels,4 hours
696,5e4115f470dfe123d09ba66f,eleg automat framework patron test,"4.4
(530 ratings)",fast capabl professionalgrad framework design brandon clair,12 lectures,Intermediate,5.5 hours
697,5e4115f470dfe123d09ba670,learn c program make game volum 2,"4.4
(70 ratings)",depth practic look object torment program serv lansiquot,189 lectures,Intermediate,28.5 hours
698,5e4115f470dfe123d09ba671,ultim guid cinematographi uniti,"4.4
(482 ratings)",creat partnership uniti technolog master timelin cinemachin c develop stealth adventur game jonathan weinberg,188 lectures,All Levels,12.5 hours
699,5e4115f470dfe123d09ba672,web scrape node,"4.6
(212 ratings)",learn web scrape node exampl project real webster craiglist limb airbnb stepan hyltoft,136 lectures,All Levels,10 hours
700,5e4115f470dfe123d09ba673,patron beginn learn patron program patron 3,"4.4
(4,942 ratings)",learn patron program easi way complet exampl quir exercis learn patron 2 patron 3 jason cannon,78 lectures,All Levels,3 hours
701,5e4115f470dfe123d09ba674,sap rico beginn consult materi 2020,"4.4
(96 ratings)",real time busi process cover suitabl endur superus sap consult moham rush,102 lectures,All Levels,23 hours
702,5e4115f470dfe123d09ba675,patron commerc build django commerc web applic,"4.3
(2,373 ratings)",launch busi learn build commerc pp stepbystep austin mitchel,223 lectures,All Levels,33 hours
703,5e4115f470dfe123d09ba676,sharepoint onlin complet boot camp 5 cours 1,"4.0
(203 ratings)",1 sharepoint 20192016onlin power user site admit develop 95 law form flow tear powershel nom global technolog,107 lectures,All Levels,9.5 hours
704,5e41160070dfe123d09ba677,shopifi power build commerc webster use shopifi,"4.2
(1,485 ratings)",shopifi commerc webster cours learn shopifi prove expert integr shopifi amazon easi bay jason mile,66 lectures,Beginner,4.5 hours
705,5e41160070dfe123d09ba678,come beginn,"4.0
(297 ratings)",learn code five differ languag bluelim learn solut,171 lectures,Beginner,16.5 hours
706,5e41160070dfe123d09ba679,angular secur masterclass free ebook,"4.4
(597 ratings)",practic guid angular secur add authent author scratch angular node pp angular univers,75 lectures,All Levels,8 hours
707,5e41160070dfe123d09ba67a,autonom car deep learn comput vision patron,"4.4
(458 ratings)",learn open year object lane detect traffic sign classif selfdriv car sunday educ frank lane,93 lectures,All Levels,13 hours
708,5e41160070dfe123d09ba67b,prepar system design interview,"3.5
(346 ratings)",system design interview learn prepar interview rat met,69 lectures,Intermediate,5 hours
709,5e41160070dfe123d09ba67c,complet 2020 pp full stick web develop bootcamp,"4.7
(431 ratings)",learn build webster html iss javascript bootstrap pp wordpress top sriniva vanamala,307 lectures,Beginner,49 hours
710,5e41160070dfe123d09ba67d,softwar architectur enterpris architect,"4.1
(1,608 ratings)",learn softwar architectur skill requir enterpris architect includ ulm model architectur pattern binari brain,21 lectures,All Levels,1.5 hours
711,5e41160070dfe123d09ba67e,build undetect awar use c languag ethic hack,"4.5
(39 ratings)",advanc ethic hack cours learn creat penetr test tool c program alaska tamburkovski,24 lectures,Expert,3 hours
712,5e41160070dfe123d09ba67f,uniti andro game develop build 7 game,"4.4
(1,292 ratings)",uniti game develop design learn uniti andro game develop c uniti ran bia,172 lectures,Beginner,31 hours
713,5e41160070dfe123d09ba680,oracl plsql game exam 1z0144,"4.5
(672 ratings)",becom oracl plsql develop cover oracl univers track 100 present script attach hale alkhudari,220 lectures,All Levels,22 hours
714,5e41160070dfe123d09ba681,goos cloud platform gap fundament beginn,"4.3
(626 ratings)",learn use key gap servic ground hand demon detail use case janakiram ms,88 lectures,Beginner,3.5 hours
715,5e41160070dfe123d09ba682,patron react build blockchain cryptocurr,"4.8
(57 ratings)",build blockchain cryptocurr patron javascript react back front web develop includ david joseph kate,133 lectures,All Levels,15 hours
716,5e41160070dfe123d09ba683,full stick web develop ai patron,"4.6
(82 ratings)",html iss javascript patron django hand learn year git line full stick web de data scienc ai john harper,355 lectures,All Levels,36 hours
717,5e41160070dfe123d09ba684,learn filemak 18 complet cours,"4.7
(40 ratings)",build filemak custom ape tune perform share cloud richard carlton,351 lectures,All Levels,57 hours
718,5e41160070dfe123d09ba685,selenium webdriv cava cucumb bed,"4.3
(2,465 ratings)",build start finish web automat test framework simul user behavior web applic live test pp tim short,70 lectures,Beginner,6.5 hours
719,5e41160070dfe123d09ba686,introduct spatial databas post 30,"4.5
(392 ratings)",learn spatial sal databas manag profession michael miller,69 lectures,Intermediate,12.5 hours
720,5e41160d70dfe123d09ba687,angular ray reactiv program free ebook,"4.3
(1,489 ratings)",learn ray observ build angular applic reactiv program style angular univers,82 lectures,All Levels,7.5 hours
721,5e41160d70dfe123d09ba688,complet 2020 fullstack web develop cours,"4.5
(3,740 ratings)",learn html html iss case javascript pp queri ajar scratch build login system end kalb alien,218 lectures,All Levels,21 hours
722,5e41160d70dfe123d09ba689,profession wordpress theme plain develop,"4.6
(726 ratings)",learn creat wordpress theme plain code scratch creat amaz dynam wordpress site juan tabl de la tore valu,403 lectures,All Levels,35 hours
723,5e41160d70dfe123d09ba68a,build enterpris applic spent core mac,"4.4
(137 ratings)",fullstack mac web applic spent core 30 spent core 22 entiti framework core everett nose,61 lectures,All Levels,10 hours
724,5e41160d70dfe123d09ba68b,learn code patron,"4.6
(734 ratings)",learn master patron world popular program languag becom develop 2020 beginn welcom bori paskhav,253 lectures,All Levels,33 hours
725,5e41160d70dfe123d09ba68c,bluetooth low energi ground,"4.1
(167 ratings)",build firmwar microcontrol practic stm32 board israel gate,64 lectures,All Levels,10 hours
726,5e41160d70dfe123d09ba68d,grew node masterclass build modern apt microservic,"4.3
(15 ratings)",better rest apt build javascript http apt node micro servic grew protocol suffer protobuf stephen mark terrifi solut architect develop,73 lectures,Intermediate,6 hours
727,5e41160d70dfe123d09ba68e,statist data analysi use r,"4.4
(844 ratings)",learn program r r studio descript differenti statist plot data visual data scienc sandeep human,110 lectures,All Levels,12.5 hours
728,5e41160d70dfe123d09ba68f,probabl statist data scienc,"4.4
(252 ratings)",probabl improv busi decis introduct combinator bayesian infer distribut 365 career,46 lectures,All Levels,3.5 hours
729,5e41160d70dfe123d09ba690,complet data scienc train patron data analysi,"4.2
(1,175 ratings)",beginn patron data analysi data scienc introduct learn data scienc patron data analysi method tutor miner sigh,123 lectures,All Levels,13 hours
730,5e41160d70dfe123d09ba691,univers react next ultim guid,"4.5
(322 ratings)",learn make awesom serverrend react ape next reed larger,90 lectures,All Levels,9.5 hours
731,5e41160d70dfe123d09ba692,reinforc learn ai flight uniti agent,"4.6
(70 ratings)",teach airplan fli uniti reinforc learn platform immers limit,142 lectures,Intermediate,10.5 hours
732,5e41160d70dfe123d09ba693,build first person shorter unreal engin 4,"4.4
(65 ratings)",learn creat fulli sanction first person shorter scratch aid perri,93 lectures,All Levels,14 hours
733,5e41160d70dfe123d09ba694,pp beginn build commerc store,"4.4
(1,145 ratings)",pp commerc cours learn make full commerc webster build home busi edin diaz,138 lectures,All Levels,14.5 hours
734,5e41160d70dfe123d09ba695,visibl essenti hand law,"4.6
(65 ratings)",learn visibl drop automat start basi go way creat playbook role okay,58 lectures,All Levels,6.5 hours
735,5e41160d70dfe123d09ba696,hand amazon redshift,"4.5
(1,284 ratings)",larg scale data warehous design cloud infinit skill,37 lectures,All Levels,4.5 hours
736,5e41161970dfe123d09ba697,apach beam hand cours build big data pipelin,"4.4
(159 ratings)",build big data pipelin apach beam languag run via spark flank gap goos cloud dataflow j gang hadoop real time learn,58 lectures,All Levels,5 hours
737,5e41161970dfe123d09ba698,la scrape master la program pobox,"4.6
(129 ratings)",learn complet la scrape scratch integr la c understand la use pobox game engin gustav peri,74 lectures,All Levels,11 hours
738,5e41161970dfe123d09ba699,build multiplay game uniti photo put 2,"4.5
(221 ratings)",multiplay game develop made easylearn basi multiplay game build scratch photo tevfik fur demirbaş,87 lectures,All Levels,11 hours
739,5e41161970dfe123d09ba69a,drone program prime softwar develop,"4.3
(430 ratings)",fli simul drone learn open sourc softwar project empow today drone caleb bergquist,48 lectures,Intermediate,3.5 hours
740,5e41161970dfe123d09ba69b,uniti game develop master class,"4.4
(26 ratings)",design develop game uniti game engin learn code c build advanc game ape school game design,152 lectures,All Levels,11.5 hours
741,5e41161970dfe123d09ba69c,cuba program masterclass,"4.4
(335 ratings)",learn parallel program pu cuba basic concept advanc algorithm implement sun liyanag,83 lectures,All Levels,11 hours
742,5e41161970dfe123d09ba69d,patron beyond basi objectori program,"4.3
(2,176 ratings)",class inherit top depth patron programm infinit skill,55 lectures,Intermediate,5 hours
743,5e41161970dfe123d09ba69e,develop minecraft plain cava,"4.5
(1,154 ratings)",highqual tutori provid sustain practic avail make minecraft plain stephen king,70 lectures,All Levels,13.5 hours
744,5e41161970dfe123d09ba69f,artifici intellig 2018 build power ai,"4.5
(698 ratings)",learn build implement power ai model home compet multibillion dollar compani use vaselin de pontev,42 lectures,All Levels,5 hours
745,5e41161970dfe123d09ba6a0,softwar engin 101 plan execut better softwar,"4.7
(99 ratings)",softwar engin 101 use softwar engin plan build amaz softwar hurt anderson,77 lectures,All Levels,7 hours
746,5e41161970dfe123d09ba6a1,sal server perform tune part 1,"4.2
(684 ratings)",detail build block sal perform tune rachel eschar,37 lectures,Beginner,6 hours
747,5e41161970dfe123d09ba6a2,learn bootstrap 4 creat advanc bootstrap theme,"4.6
(627 ratings)",learn bootstrap creat advanc bootstrap 4 respons webster templ scratch step skip drew ran,65 lectures,All Levels,8 hours
748,5e41161970dfe123d09ba6a3,doctor projectbas approach learn,"4.6
(122 ratings)",learn manag doctor host doctor contain projectbas train jason cannon,35 lectures,All Levels,4.5 hours
749,5e41161970dfe123d09ba6a4,pp beginn 2020 pp code use fulli explain,"4.6
(632 ratings)",pp beginn learn code pp everi line code explain detail true pp beginn cours 2020 patrick morrow,131 lectures,Beginner,6 hours
750,5e41161970dfe123d09ba6a5,multithread parallel comput cava,"4.3
(1,505 ratings)",multithread concurr program parallel amput mapreduc cava holder ball,70 lectures,All Levels,6.5 hours
751,5e41161970dfe123d09ba6a6,build battl royal rug uniti slender,"4.5
(129 ratings)",creat two awesom game slender uniti mammoth interact,546 lectures,All Levels,118 hours
752,5e41162670dfe123d09ba6a7,complet base shell scrape,"4.4
(283 ratings)",automat repetit task base shell scrape save valuabl time narendra p,75 lectures,All Levels,17 hours
753,5e41162670dfe123d09ba6a8,learn build amazon webster use view node,"4.6
(44 ratings)",use view nut node mongodb strike algolia alon actual amazon webster natur yahaya,103 lectures,All Levels,9.5 hours
754,5e41162670dfe123d09ba6a9,program patron hand introduct beginn,"4.4
(8,314 ratings)",elimin roadblock learn program start write program patron 3 scratch vein georg,35 lectures,Beginner,3.5 hours
755,5e41162670dfe123d09ba6aa,introduct apach hortonwork dataflow 20,"4.5
(1,821 ratings)",apach introductori cours learn instal basic concept effici stream big data flow stephen mark terrifi solut architect develop,23 lectures,Beginner,2 hours
756,5e41162670dfe123d09ba6ab,sap away train plain english,"4.4
(879 ratings)",away absolut beginn program knowledg requir sila pray,100 lectures,Beginner,18.5 hours
757,5e41162670dfe123d09ba6ac,complet uniti masterclass build game,"4.3
(462 ratings)",includ free book beginn guid aspirin game develop learn code c make game uniti 543f1 mammoth interact,340 lectures,Beginner,121 hours
758,5e41162670dfe123d09ba6ad,machin learn javascript tensorflowj,"4.5
(120 ratings)",master machin learn javascript tensorflowj add artifici intellig webster node web ape techcours team,74 lectures,All Levels,7 hours
759,5e41162670dfe123d09ba6ae,run web develop busi complet guid,"4.5
(1,318 ratings)",learn start grow success web develop busi get run make sale week even kimbrel,99 lectures,All Levels,19.5 hours
760,5e41162670dfe123d09ba6af,bootstrap 4 tutor 10 project cours,"4.6
(559 ratings)",step step learn bootstrap 4 tutor creat 10 interest project john smile,250 lectures,All Levels,44 hours
761,5e41162670dfe123d09ba6b0,complet exchang 2013 2016 practic guid,"4.3
(577 ratings)",everyth need know instal set manag exchang 2013 exchang 2016 environ mike wanton,118 lectures,All Levels,8 hours
762,5e41162670dfe123d09ba6b1,automat patron labia function,"4.5
(178 ratings)",learn automat common task use labia awsboto3python apt apt labia narendra p,47 lectures,All Levels,10 hours
763,5e41162670dfe123d09ba6b2,javascript tutor project cours,"4.7
(804 ratings)",basic introduct javascript build mani interest project john smile,314 lectures,Beginner,53.5 hours
764,5e41162670dfe123d09ba6b3,selenium webdriv c beginn live test site,"4.4
(1,610 ratings)",selenium popular tool test webster join hundr student learn selenium webdriv valuev,57 lectures,All Levels,5 hours
765,5e41162670dfe123d09ba6b4,creativ iss anim transit transform cours,"4.7
(462 ratings)",master advanc iss anim transit transform practic 40 creativ exampl arm,67 lectures,All Levels,6 hours
766,5e41162670dfe123d09ba6b5,men stick react node multi user flog platform,"4.7
(104 ratings)",becom ultim web develop build truli real world web pp use men monro express react node stick ran hunger,170 lectures,All Levels,21 hours
767,5e41162670dfe123d09ba6b6,get start net core ident server 4,"4.3
(434 ratings)",secur ape use ident server 4 vanish caravan,73 lectures,All Levels,4.5 hours
768,5e41163370dfe123d09ba6b7,sal server sea multidimension mix introduct,"4.5
(845 ratings)",creat tube databas analys expel sir etc use sea mix busi intellig tool exam 70768 philip button,90 lectures,Beginner,8 hours
769,5e41163370dfe123d09ba6b8,sal server administr part 3,"4.5
(652 ratings)",learn high avail solut like log ship databas mirror applic alway avail group rachel eschar,39 lectures,Beginner,8.5 hours
770,5e41163370dfe123d09ba6b9,digit signal process dip ground c,"4.2
(266 ratings)",practic dip c ff filter design consol air fir hum window linear system chernyshev filter etc israel gate,106 lectures,All Levels,7.5 hours
771,5e41163370dfe123d09ba6ba,kubernet doctor masterclass hand kubernet 2 1,"4.0
(100 ratings)",learn kubernet doctor doctor compos swarm helm cluster simpl way hand kubernet drop levelup360 drop,156 lectures,All Levels,29 hours
772,5e41163370dfe123d09ba6bb,olin beginn learn program olin,"4.4
(1,725 ratings)",learn olin scratch grasp objectorient idiot olin realiz come project andro ape peter sommerhoff,67 lectures,Beginner,6.5 hours
773,5e41163370dfe123d09ba6bc,sap sd advanc train,"4.5
(573 ratings)",step 2 land dream sap sd job sila pray,55 lectures,Intermediate,10.5 hours
774,5e41163370dfe123d09ba6bd,cava enterpris edit 8 beginn cours,"4.2
(530 ratings)",understand makarka pa di jame rest jet son son add see develop resum tim buchalka learn program academi,385 lectures,All Levels,30 hours
775,5e41163370dfe123d09ba6be,master microsoft powershel,"4.4
(3,276 ratings)",unless power powershel amaz skill anyon deal tom reserv,31 lectures,Beginner,2 hours
776,5e41163370dfe123d09ba6bf,unreal engin 4 learn creat natur scene,"4.4
(84 ratings)",step step learn creat set render natur scene unreal engin 4 michael gerard,158 lectures,Intermediate,30 hours
777,5e41163370dfe123d09ba6c0,selenium pythonbest beginn framework 34,"4.3
(480 ratings)",selenium webdriv automat patron program test implement patron selenium framework scratch world,347 lectures,All Levels,33.5 hours
778,5e41163370dfe123d09ba6c1,build interact dashboard tableaux,"4.7
(456 ratings)",creat varieti fulli interact action tableaux dashboard inform impress audienc pack publish,40 lectures,All Levels,4.5 hours
779,5e41163370dfe123d09ba6c2,relit structur 2018 zero hero,"4.4
(782 ratings)",cover essenti intermedi advanc featur relit structur 2018 muir,39 lectures,All Levels,7.5 hours
780,5e41163370dfe123d09ba6c3,build self drive car deep learn open c,"4.3
(213 ratings)",learn raspberri 3 argu imag process neutral network machin learn embed project rajandeep sigh,47 lectures,All Levels,5.5 hours
781,5e41163370dfe123d09ba6c4,la program game develop love,"4.6
(916 ratings)",learn basi program use knowledg creat game beginnerfriendli game engin love abl scab,50 lectures,All Levels,5.5 hours
782,5e41163370dfe123d09ba6c5,data scienc machin learn data analysi patron,"4.5
(42 ratings)",learn data scienc machin learn data analysi patron librari jump matplotlib etc plumira doctor,553 lectures,Beginner,62.5 hours
783,5e41163370dfe123d09ba6c6,real world spent web apt servic net framework,"4.4
(535 ratings)",creat productionreadi secur profession web apt servic design kind client integr warren detach,69 lectures,Intermediate,7.5 hours
784,5e41163f70dfe123d09ba6c7,html case bootstrap beginn web design cours,"4.5
(829 ratings)",quickli learn html case bootstrap basi web develop design respons webster phil bier,81 lectures,Beginner,8.5 hours
785,5e41163f70dfe123d09ba6c8,modern c concurr depth,"4.0
(557 ratings)",depth discuss modern c concurr featur includ memori model lock free data structur thread pool sun liyanag,67 lectures,Intermediate,5.5 hours
786,5e41163f70dfe123d09ba6c9,foundat program use code,"4.2
(354 ratings)",learn program rout fill machin use code languag mari chronic,26 lectures,Beginner,2 hours
787,5e41163f70dfe123d09ba6ca,complet 2020 softwar test bootcamp,"4.4
(492 ratings)",everyth need learn softwar test rosi,106 lectures,Beginner,7.5 hours
788,5e41163f70dfe123d09ba6cb,resembl machin learn patron random forest adaboost,"4.6
(964 ratings)",resembl method boast bag boostrap statist machin learn data scienc patron lazi programm,42 lectures,All Levels,5.5 hours
789,5e41163f70dfe123d09ba6cc,express bunch node http detail,"4.8
(523 ratings)",men mean express whole learn bit awesom node framework want robert bunch,57 lectures,Intermediate,12.5 hours
790,5e41163f70dfe123d09ba6cd,practic deep learn porch,"4.2
(1,321 ratings)",acceler deep learn porch cover fundament deep learn pythonfirst framework deep learn wizard,58 lectures,Beginner,6.5 hours
791,5e41163f70dfe123d09ba6ce,build webster scratch html iss,"4.5
(4,623 ratings)",learn web develop essenti becom web develop scratch complet html iss beginn cours bad hussi,77 lectures,Beginner,8 hours
792,5e41163f70dfe123d09ba6cf,complet angular 8 ultim guid real world pp,"4.4
(689 ratings)",angular 2 angular 7 angular 8 dashboard rest apt jet authent live project spent core durgasoft harsh vardhan,149 lectures,All Levels,18.5 hours
793,5e41163f70dfe123d09ba6d0,learn visual studio code 2020,"4.4
(601 ratings)",everyth need know visual studio code popular editor web develop jame quick,41 lectures,Intermediate,4 hours
794,5e41163f70dfe123d09ba6d1,r program absolut beginn,"4.4
(1,604 ratings)",learn basi write code r first step becom data scientist began anastasiei,119 lectures,Beginner,9.5 hours
795,5e41163f70dfe123d09ba6d2,creat battl royal game use unreal engin 4 blueprint,"4.3
(364 ratings)",creat battl royal game like fortun industri standard unreal engin 4 reuben ward,21 lectures,Beginner,8.5 hours
796,5e41163f70dfe123d09ba6d3,six master cours make webster six full 4 hour,"4.5
(569 ratings)",easili build six webster start finish busi someon els nice role,32 lectures,All Levels,4 hours
797,5e41163f70dfe123d09ba6d4,master pivot cloud foundri spring boot microservic,"4.4
(177 ratings)",learn pivot cloud foundri deploy cava spring boot rest apt full stick applic microservic pivot cf in28minut offici,58 lectures,All Levels,5.5 hours
798,5e41163f70dfe123d09ba6d5,pp beginn,"4.5
(752 ratings)",build content manag system scratch pp tim buchalka learn program academi,199 lectures,Beginner,14 hours
799,5e41163f70dfe123d09ba6d6,practic test driven develop cava programm,"4.5
(696 ratings)",truli practic approach fundament test driven develop cava fear unit mock matt greencroft,38 lectures,Beginner,4 hours
800,5e41164c70dfe123d09ba6d7,doctor hand cava develop,"4.7
(940 ratings)",get real world hand experi doctor deploy cava microservic architectur use doctor doctor swarm richard chesterwood,78 lectures,All Levels,8.5 hours
801,5e41164c70dfe123d09ba6d8,function program beginn javascript,"4.6
(800 ratings)",practic guid reach function program javascript optim pace nonsens learn quickli jame moor,58 lectures,Beginner,5.5 hours
802,5e41164c70dfe123d09ba6d9,hyperledg fabric network design set,"4.5
(89 ratings)",deep dive design manag oper hyperledg fabric blockchain network makeev sakhuja,136 lectures,Intermediate,12 hours
803,5e41164c70dfe123d09ba6da,javascript interview rep practic problem,"4.6
(800 ratings)",ace next javascript come interview practic question learn import javascript skill concept eric traun,122 lectures,All Levels,4 hours
804,5e41164c70dfe123d09ba6db,complet react red cours build modern web ape,"4.5
(1,432 ratings)",go beginn react expert build instagram like web pp react 16 react outer red firebas codestar rob perciv,70 lectures,All Levels,8.5 hours
805,5e41164c70dfe123d09ba6dc,complet admit cours build 11 augment realiti ape,"4.5
(1,882 ratings)",becom augment realiti develop build 11 highlevel ar ape use admit 11 swift 4 codestar rob perciv,93 lectures,All Levels,9.5 hours
806,5e41164c70dfe123d09ba6dd,cava mortif op 1z0809 exam stimul 2020,"4.5
(183 ratings)",pass oracl terrifi professionalocp cava se 8 programm ii exam udayan hatti,6 practice tests,540 questions,540 questions
807,5e41164c70dfe123d09ba6de,complet react hook cours 2020 z scratch react,"4.6
(189 ratings)",react hook way latest comprehens red react outer test jest build compon librari devil panel,57 lectures,All Levels,8 hours
808,5e41164c70dfe123d09ba6df,ultim drop bootcamp school drop,"4.2
(205 ratings)",doctor kubernet visibl jerk git continu integr isaac cloud vagrant monitor prometheu gourav shah,164 lectures,All Levels,12.5 hours
809,5e41164c70dfe123d09ba6e0,modern reinforc learn deep q learn porch,"4.6
(67 ratings)",turn deep reinforc learn research paper agent beat classic apart game phil tabor,40 lectures,Intermediate,5.5 hours
810,5e41164c70dfe123d09ba6e1,patron game develop build 11 total game,"4.2
(385 ratings)",build game like mari angri bird floppi bird mani patron easiest program languag machin tabl,174 lectures,Beginner,33.5 hours
811,5e41164c70dfe123d09ba6e2,patron top four pillar top patron 3 beginn,"4.4
(4,555 ratings)",patron top simplifi learn object torment program use patron way realli understand vein georg,25 lectures,Beginner,2.5 hours
812,5e41164c70dfe123d09ba6e3,c program beginn,"4.4
(3,084 ratings)",learn c ten easi step window mac os x line collingbourn,76 lectures,All Levels,8 hours
813,5e41164c70dfe123d09ba6e4,oracl weblog c administr,"4.4
(1,431 ratings)",learn instal deploy manag troubleshoot oracl weblog enterpris environ chri parent,55 lectures,Intermediate,10.5 hours
814,5e41164c70dfe123d09ba6e5,patron winter masterclass learn patron gun program,"4.2
(295 ratings)",build patron winter desktop applic tim buchalka learn program academi,87 lectures,Intermediate,13.5 hours
815,5e41164c70dfe123d09ba6e6,openstack essenti,"4.4
(1,768 ratings)",learn openstack instal oper cloud okay,61 lectures,All Levels,6.5 hours
816,5e41165870dfe123d09ba6e7,master go go programmingth complet go bootcamp 2020,"4.7
(42 ratings)",learn go uniqu interact way becom profession go programm scratch zero hero andrew dumitrescu,209 lectures,All Levels,14.5 hours
817,5e41165870dfe123d09ba6e8,master visibl automat step step,"4.3
(498 ratings)",start demand career automat expert learn profession live environ session shikhar vera,95 lectures,All Levels,9 hours
818,5e41165870dfe123d09ba6e9,build say pp flask cours,"4.3
(1,301 ratings)",build real world web pp patron flask doctor learn accept payment strike much nick janetaki,168 lectures,All Levels,10 hours
819,5e41165870dfe123d09ba6ea,microsoft sal server 2012 mortif train exam 70461,"4.5
(3,121 ratings)",studi pass microsoft 70461 exam gain mortif must muse infinit skill,148 lectures,All Levels,12.5 hours
820,5e41165870dfe123d09ba6eb,complet step step cava test,"4.3
(4,948 ratings)",guid learn cava perfectli right selenium webdriv test automat need let rode,52 lectures,All Levels,8 hours
821,5e41165870dfe123d09ba6ec,enterpris architect masterclass,"4.1
(73 ratings)",learn becom enterpris architect masterclass drop today organiz design til agilelean six sign shed ruza,140 lectures,All Levels,19 hours
822,5e41165870dfe123d09ba6ed,softwar test masterclass 2020 novic expert,"4.4
(458 ratings)",learn softwar test becom engineeragil test mobilebackendwebqa test fire restrain much,78 lectures,All Levels,5.5 hours
823,5e41165870dfe123d09ba6ee,learn html program scratch,"4.3
(13,494 ratings)",complet html program cours beginn eduonix learn solut,72 lectures,All Levels,17 hours
824,5e41165870dfe123d09ba6ef,master line c net,"4.5
(840 ratings)",learn net secret sauc hurri collect databas dmitri nesteruk,42 lectures,Beginner,3.5 hours
825,5e41165870dfe123d09ba6f0,master terraform integr jerk visibl,"4.3
(71 ratings)",learn develop build deploy terraform use visibl jerk hair tammani,62 lectures,All Levels,4.5 hours
826,5e41165870dfe123d09ba6f1,g gate g g cellular mobil commun tireless,"4.2
(638 ratings)",advanc telecommun train mortif cover g g let g coma grm gr massiv mimi welcom global 60000 student,36 lectures,All Levels,4 hours
827,5e41165870dfe123d09ba6f2,selenium webdriv advanc industri standard framework,"4.7
(32 ratings)",join cours learn build readi use industri standard selenium webdriv automat framework let rode,58 lectures,All Levels,7.5 hours
828,5e41165870dfe123d09ba6f3,12 swift 4 beginn paid profession,"4.6
(1,103 ratings)",learn 12 swift 4 admit morel pp design advanc program much develop mark price,428 lectures,Beginner,90 hours
829,5e41165870dfe123d09ba6f4,resultori web develop cours bootcamp 2020,"4.6
(441 ratings)",becom fullstack web develop build 9 major project use html iss javascript node complet vertex academi,292 lectures,All Levels,47.5 hours
830,5e41165870dfe123d09ba6f5,set train selenium webdriv cava project code test,"4.2
(684 ratings)",complet set train cours selenium webdriv cava framework apt automat test come interview etc uhlan train,77 lectures,All Levels,16 hours
831,5e41165870dfe123d09ba6f6,get start net core clean architectur,"4.2
(317 ratings)",net core clean architectur vanish caravan,64 lectures,All Levels,4 hours
