,_id,Course_Name,Course_Rate,Course_Description,Lectures_Num,Course_Level,Course_hours
424,5e41151c70dfe123d09ba55f,11 essenti come interview question come exercis,"4.5
(2,545 ratings)",learn 3 handi problem solv techniqu get 11 handpick problem get readi next come interview,35 lectures,Intermediate,2 hours
425,5e41151c70dfe123d09ba560,serverless analysi blue redshift athen quicksight,"4.2
(769 ratings)",build exabyt scale serverless data lake solut cloud redshift spectrum blue athen quicksight siddharth met,119 lectures,All Levels,12 hours
426,5e41151c70dfe123d09ba561,deep learn convolut neutral network patron,"4.6
(2,500 ratings)",comput vision data scienc machin learn combin tensorflow lazi programm,53 lectures,Intermediate,7.5 hours
427,5e41151c70dfe123d09ba562,oracl sal becom terrifi sal develop scratch,"4.5
(3,031 ratings)",learn sal profession mortif cours hundr exampl includ 300 real exam question oracl master train 40000 student worldwid,121 lectures,All Levels,14 hours
428,5e41151c70dfe123d09ba563,learn c game develop,"4.6
(612 ratings)",learn basi c prepar game develop program stephen ulibarri,70 lectures,All Levels,12.5 hours
429,5e41151c70dfe123d09ba564,complet patron 3 masterclass journey,"4.4
(1,979 ratings)",master patron 3 use stori base learn go beginn abl creat real program patron jose gorilla,108 lectures,All Levels,10.5 hours
430,5e41151c70dfe123d09ba565,board game develop becom game design nina,"4.4
(1,166 ratings)",learn principl game design game develop fundament develop board game yawn current,56 lectures,Beginner,11 hours
431,5e41151c70dfe123d09ba566,complet front web develop cours,"4.3
(5,546 ratings)",get start front web develop use html iss javascript queri bootstrap joseph delgadillo,117 lectures,All Levels,15 hours
432,5e41152970dfe123d09ba567,complet cava se 8 develop bootcamp oka rep includ,"4.5
(4,151 ratings)",master foundat cava topic oracl terrifi associ cava se 8 programm exam 1z0808 intersect train,165 lectures,All Levels,12 hours
433,5e41152970dfe123d09ba568,deep reinforc learn 20,"4.5
(260 ratings)",smartest combin deep learn polici radiant actor critic dog vaselin de pontev,61 lectures,Beginner,9.5 hours
434,5e41152970dfe123d09ba569,distribut system cloud comput cava,"4.6
(125 ratings)",learn distribut cava applic scale parallel program distribut comput cloud softwar architectur michael pogrebinski,51 lectures,All Levels,7.5 hours
435,5e41152970dfe123d09ba56a,socket websocket detail socket,"4.6
(527 ratings)",socket want learn har realiz commun web cluster red react robert bunch,68 lectures,Intermediate,14 hours
436,5e41152970dfe123d09ba56b,javascript project 50 applic javascript game,"4.7
(252 ratings)",javascript project ape build 50 project javascript game monster javascript applic portfolio game cours lawrenc seek,641 lectures,All Levels,46.5 hours
437,5e41152970dfe123d09ba56c,learn sal use postgresql zero hero,"4.5
(824 ratings)",master postgresql start basi advanc featur like trigger plpgsql function window function ate bunker,180 lectures,Beginner,16 hours
438,5e41152970dfe123d09ba56d,swiftli declar interfac appl devic,"4.6
(581 ratings)",updat code 11 includ state bind observableobject move web apt core data core mohammad adam,126 lectures,All Levels,14 hours
439,5e41152970dfe123d09ba56e,symfoni 4 5 web develop guid beginn advanc,"4.1
(423 ratings)",master symfoni pp framework theori simpl crude pp creat advanc real life applic symfoni travel stuff,312 lectures,All Levels,24.5 hours
440,5e41152970dfe123d09ba56f,deep learn patron year,"4.4
(2,310 ratings)",understand build deep learn model imag text use patron year data weekend,148 lectures,Intermediate,10 hours
441,5e41152970dfe123d09ba570,sap train plain english,"4.4
(2,727 ratings)",simpl logist sap function consult logist sd mm sila pray,54 lectures,Intermediate,7 hours
442,5e41152970dfe123d09ba571,build social network scratch javascript pp,"4.5
(1,867 ratings)",learn javascript pp build ultim social network webster scratch complet guid greec kidney,179 lectures,All Levels,16.5 hours
443,5e41152970dfe123d09ba572,r program statist data scienc,"4.5
(1,558 ratings)",r program data scienc data analysi appli r statist data visual ggplot2 r 365 career,125 lectures,All Levels,6.5 hours
444,5e41152970dfe123d09ba573,build data visual day firebas,"4.8
(720 ratings)",learn use firebas restor creat dynam sg data visual bar chart pie chart net nina tell,105 lectures,All Levels,10.5 hours
445,5e41152970dfe123d09ba574,root framework test automat level 1 selenium,"4.4
(4,175 ratings)",fattest easiest way selenium test automat mobil test automat apt test automat databas bryan lamb,77 lectures,Beginner,6.5 hours
446,5e41152970dfe123d09ba575,master sal server 2016 integr servic ssispart 1,"4.3
(2,557 ratings)",learn creat sui packag scratch step step kameswara uppuluri,98 lectures,All Levels,10.5 hours
447,5e41152970dfe123d09ba576,advanc rest axi flask patron,"4.5
(281 ratings)",take rest axi whole new level advanc flask patron cours jose salvatierra,131 lectures,Expert,12.5 hours
448,5e41153570dfe123d09ba577,complet queri cours beginn advanc,"4.3
(1,760 ratings)",use queri creat stun anim provid fast feedback form handl user event perform ajar call joe part,51 lectures,All Levels,6 hours
449,5e41153570dfe123d09ba578,apach kaska seri confluent scheme registri rest prove,"4.7
(1,036 ratings)",kaska master confluent scheme registri kaska rest prove build producersconsum evolv scheme stephen mark terrifi solut architect develop,58 lectures,Intermediate,4.5 hours
450,5e41153570dfe123d09ba579,angular crash cours busi develop,"4.5
(14,194 ratings)",limit time learn angular 4 angular 2 take cours learn angular 10 hour hamedani,137 lectures,All Levels,10.5 hours
451,5e41153570dfe123d09ba57a,men stick react node commerc scratch employ,"4.5
(453 ratings)",men stick react node mongodb lower commerc pp papal credit card payment along admit dashboard ran hunger,162 lectures,All Levels,16.5 hours
452,5e41153570dfe123d09ba57b,server side render react red,"4.7
(2,420 ratings)",build react red react outer ape use server side render sir isomorph univers techniqu stephen rider,94 lectures,Intermediate,8 hours
453,5e41153570dfe123d09ba57c,openapi beginn,"4.5
(111 ratings)",master openapi formerli swagger creat specif axi john thompson,52 lectures,All Levels,5 hours
454,5e41153570dfe123d09ba57d,5 c gun develop beginn fundament,"4.5
(700 ratings)",build cross platform c gun applic run window mac line andro embed devic daniel gakwaya,75 lectures,Beginner,14.5 hours
455,5e41153570dfe123d09ba57e,master travel 6 view fullstack develop,"4.5
(103 ratings)",learn build singl page applic travel 6 pp framework view poor juri,115 lectures,All Levels,13.5 hours
456,5e41153570dfe123d09ba57f,cluster analysi supervis machin learn patron,"4.5
(2,940 ratings)",data scienc techniqu pattern recognit data mine mean flutter hierarch flutter de lazi programm,41 lectures,Beginner,5 hours
457,5e41153570dfe123d09ba580,complet pp profession cours 5 project,"4.2
(1,724 ratings)",learn pp build 5 project includ pp regular express cm becom full stick back develop gaze arm,149 lectures,All Levels,20 hours
458,5e41153570dfe123d09ba581,deep learn prerequisit logist repress patron,"4.6
(2,579 ratings)",data scienc techniqu profession student learn theori behind logist repress code patron lazi programm,57 lectures,All Levels,6 hours
459,5e41153570dfe123d09ba582,apach spark cava develop,"4.6
(837 ratings)",get process big data use add datafram spark machin learn real time stream kaska richard chesterwood,143 lectures,All Levels,21.5 hours
460,5e41153570dfe123d09ba583,django patron complet bundl django real world project,"4.7
(854 ratings)",django patron bundl learn basic patron advanc patron design winter django crash shahvar,359 lectures,All Levels,56 hours
461,5e41153570dfe123d09ba584,data complet guid free ebook,"4.4
(1,493 ratings)",learn modern ecosystem includ data store effect outer store entiti devtool angular univers,52 lectures,All Levels,6.5 hours
462,5e41153570dfe123d09ba585,learn drop advanc kubernet usag,"4.3
(842 ratings)",cover authent author log helm deploy spinnak prometheu schell edward iren,34 lectures,Expert,3.5 hours
463,5e41153570dfe123d09ba586,microsoft flow crash cours,"4.5
(689 ratings)",learn microsoft flow scratch alireza aliabadi,37 lectures,Beginner,4 hours
464,5e41154270dfe123d09ba587,deep learn recurr neutral network patron,"4.6
(2,296 ratings)",grm last modern deep learn machin learn data scienc sequenc lazi programm,53 lectures,All Levels,7.5 hours
465,5e41154270dfe123d09ba588,complet next react node beauti portfolio pp,"4.4
(351 ratings)",master next next 9 react react 16 node learn build isomorph webster inch blow employ fili berg,241 lectures,All Levels,38.5 hours
466,5e41154270dfe123d09ba589,matlabsimulink bibl zero hero,"4.4
(1,216 ratings)",build 10 practic project go beginn pro simulink projectbas simulink cours dr ran arm pad,41 lectures,All Levels,4.5 hours
467,5e41154270dfe123d09ba58a,introduct time seri analysi forecast r,"4.4
(1,381 ratings)",work time seri sort time relat data r forecast time seri analysi predict analysi rtutori train,74 lectures,All Levels,8.5 hours
468,5e41154270dfe123d09ba58b,web compon stencil build custom html element,"4.7
(1,046 ratings)",complet introduct build custom html element web compon without stencil academ maximilian schwarzmüller,143 lectures,All Levels,9 hours
469,5e41154270dfe123d09ba58c,microsoft sal server report servic sir,"4.3
(1,213 ratings)",build report sal server report servic sir implement report layout add interact exam 70466 philip button,75 lectures,Beginner,6 hours
470,5e41154270dfe123d09ba58d,c beginn expert,"4.3
(7,052 ratings)",design peopl dont knowledg program want program c arkadiusz włodarczyk,74 lectures,All Levels,15.5 hours
471,5e41154270dfe123d09ba58e,patron rest axi flask doctor mongodb drop,"4.2
(789 ratings)",learn patron come rest axi use flask framework understand use mongodb doctor tenor flow tim buchalka learn program academi,45 lectures,Beginner,10.5 hours
472,5e41154270dfe123d09ba58f,signal process problem solv mata patron,"4.6
(597 ratings)",applicationsori instruct signal process digit signal process dip use mata patron code mike x cohen,98 lectures,Beginner,12.5 hours
473,5e41154270dfe123d09ba590,selenium webdriv cava novic nina interview,"4.6
(7,344 ratings)",join top rate 1 best selenium cours basi advanc level pot grid jerk interview let rode,282 lectures,All Levels,42 hours
474,5e41154270dfe123d09ba591,solid principl introduc softwar architectur design,"4.5
(1,392 ratings)",gain masteri solid principl write clean welldesign code object torment languag like cava etc suit georg,27 lectures,Beginner,2 hours
475,5e41154270dfe123d09ba592,c develop learn art write clean code,"4.5
(2,511 ratings)",learn techniqu write better c code stand technic interview hamedani,20 lectures,All Levels,3.5 hours
476,5e41154270dfe123d09ba593,gatsbi tutor project cours,"4.7
(500 ratings)",creat blaze fast webster gatsbi john smile,323 lectures,Beginner,39 hours
477,5e41154270dfe123d09ba594,monitor avert prometheu,"4.1
(1,176 ratings)",monitor avert infra ape use lead opensourc monitor system visual use agrafena edward iren,35 lectures,Beginner,3.5 hours
478,5e41154270dfe123d09ba595,design pattern patron,"4.5
(396 ratings)",discov modern implement design pattern patron dmitri nesteruk,107 lectures,Intermediate,9 hours
479,5e41154270dfe123d09ba596,slender charact creator rig humanoid charact,"4.6
(854 ratings)",learn slender basi rig export game engin uniti ben twist,143 lectures,Beginner,26.5 hours
480,5e41154f70dfe123d09ba597,build serverless pp labia hand,"4.6
(1,089 ratings)",creat chat web pp use amazon web servic labia dynamodb apt gateway incognito cloudfront sunday educ frank lane,60 lectures,Beginner,7.5 hours
481,5e41154f70dfe123d09ba598,x assembl languag ground,"4.3
(418 ratings)",build 50 assembl program x instruct set sird imag process algorithm dip routin mix ax israel gate,75 lectures,All Levels,16.5 hours
482,5e41154f70dfe123d09ba599,learn parallel program c net,"4.4
(1,327 ratings)",discov core multithread parallel concept support net framework dmitri nesteruk,54 lectures,Intermediate,5.5 hours
483,5e41154f70dfe123d09ba59a,patron statist analysi,"4.7
(268 ratings)",master appli statist patron solv realworld problem stateoftheart softwar librari samuel hilton,53 lectures,Beginner,8.5 hours
484,5e41154f70dfe123d09ba59b,go ultim guid microservic go part 1,"4.3
(110 ratings)",everyth need get seriou microservic design develop go design product merit frederick lean,30 lectures,All Levels,15.5 hours
485,5e41154f70dfe123d09ba59c,patron network engin netmiko naval panic tent,"4.6
(1,633 ratings)",program network use patron learn network automat programm practic cours disco network david bombay,182 lectures,Beginner,13 hours
486,5e41154f70dfe123d09ba59d,microsoft dynam 365 developertechn train part 1,"4.5
(491 ratings)",updat 2019 complet dynam 365 custom engag ce arm develop cours exmicrosoft employe spanish readi,49 lectures,All Levels,6 hours
487,5e41154f70dfe123d09ba59e,master sharepoint 2019,"4.2
(134 ratings)",beverag microsoft sharepoint 2019 featur capabl maximum advantag pack publish,36 lectures,Expert,4 hours
488,5e41154f70dfe123d09ba59f,complet develop guid mongodb,"4.5
(5,235 ratings)",master mongodb mongoos design testdriven approach stephen rider,129 lectures,All Levels,13.5 hours
489,5e41154f70dfe123d09ba5a0,apach kaska seri kaska monitor oper,"4.9
(343 ratings)",kaska monitor set prometheu agrafena kaska oper kaska cluster upgrad hand set stephen mark terrifi solut architect develop,64 lectures,Expert,5 hours
490,5e41154f70dfe123d09ba5a1,embed system baremet program ground stm32,"4.2
(302 ratings)",librari use profession case standard arm cortex adcuarttim gpiospii2c etc israel gate,64 lectures,Intermediate,11.5 hours
491,5e41154f70dfe123d09ba5a2,webdriverio selenium webdriv use node,"4.4
(635 ratings)",javascript automat test webdriv nextgen test framework node use selenium webdriv giant brunn,181 lectures,All Levels,17 hours
492,5e41154f70dfe123d09ba5a3,qc101 quantum comput quantum physic beginn,"4.3
(468 ratings)",master quantum comput quantum cryptographi quantum physic microsoft q q sharp ism quantum experi kumaresan ramanathan,105 lectures,All Levels,3.5 hours
493,5e41154f70dfe123d09ba5a4,base shell scrape crash cours beginn,"4.5
(1,255 ratings)",learn base shell scrape total beginnerstart command linefinish real world shell script project francisco anti,75 lectures,All Levels,5.5 hours
494,5e41154f70dfe123d09ba5a5,unreal de make experi unreal engin c,"4.5
(386 ratings)",creat collabor epic learn build stun game tool design ocular rift steam gamedevtv team,82 lectures,Intermediate,17 hours
495,5e41154f70dfe123d09ba5a6,build realworld pp spent core angular 2 4,"4.4
(4,115 ratings)",build fullstack web pp spent core entiti framework core angular 2 angular 4 hamedani,162 lectures,Intermediate,10.5 hours
496,5e41155c70dfe123d09ba5a7,learn c build applic,"4.5
(1,807 ratings)",learn c 6 c 7 understand core concept use build real world net consol applic alexi ghukasyan,100 lectures,All Levels,13.5 hours
497,5e41155c70dfe123d09ba5a8,webpack 4 2020 complet tutor beginn,"4.6
(1,298 ratings)",learn webpack 4 basi advanc use webpack iss nom babel node victor pyskunov,52 lectures,All Levels,3.5 hours
498,5e41155c70dfe123d09ba5a9,master courier transform applic,"4.7
(840 ratings)",learn courier transform mata patron applic digit signal process imag process mike x cohen,54 lectures,All Levels,6 hours
499,5e41155c70dfe123d09ba5aa,automat architect selenium webdriv 7 live project,"4.4
(1,077 ratings)",automat architect selenium webdriv 7 live project learn depth framework implement live project paul aroma,219 lectures,All Levels,48.5 hours
500,5e41155c70dfe123d09ba5ab,oracl databas c ran administr,"4.5
(454 ratings)",extens cours 58 lectur 18 hour videobas session manag oracl c ran databas arm balaga,60 lectures,All Levels,16 hours
501,5e41155c70dfe123d09ba5ac,12 swift 5 pp design six plu develop,"4.6
(504 ratings)",threeinon cours reach pp design six develop includ sketch fig gwinyai nyatsoka,492 lectures,Beginner,80.5 hours
502,5e41155c70dfe123d09ba5ad,best manual softwar test live projectagilejiraapi,"4.2
(2,160 ratings)",ultim manual test cours live project live domo real time interview question life time support rich met,24 lectures,All Levels,4.5 hours
503,5e41155c70dfe123d09ba5ae,get start net core microservic rabbit,"4.4
(364 ratings)",build net core microservic use rabbit essay vanish caravan,77 lectures,All Levels,4.5 hours
504,5e41155c70dfe123d09ba5af,ulm objectori design foundat,"4.4
(1,185 ratings)",get start objectori design unifi model languag ulm use ulm effect commun earli nyisztor,40 lectures,Beginner,2 hours
505,5e41155c70dfe123d09ba5b0,supervis deep learn patron,"4.6
(1,260 ratings)",tensorflow autoencod restrict boltzmann machin deep neutral network tone pa lazi programm,85 lectures,Intermediate,10.5 hours
506,5e41155c70dfe123d09ba5b1,est javascript complet develop guid,"4.5
(8,144 ratings)",est javascript develop scratch get practic live exampl learn exactli appli est featur stephen rider,68 lectures,Beginner,6 hours
507,5e41155c70dfe123d09ba5b2,agil samurai bootcamp,"4.4
(4,799 ratings)",everyth need set execut success deliv agil project jonathan rasmusson,34 lectures,All Levels,3 hours
508,5e41155c70dfe123d09ba5b3,microservic softwar architectur pattern techniqu,"4.0
(3,824 ratings)",learn design implement microservic system use right architectur design pattern techniqu binari brain,18 lectures,All Levels,1 hour
509,5e41155c70dfe123d09ba5b4,complet git guid understand master git github,"4.7
(146 ratings)",complet git github guid master basic advanc git featur commit branch merg read splash began stashchuk,215 lectures,All Levels,18 hours
510,5e41155c70dfe123d09ba5b5,beginn guid anim uniti v2019,"4.6
(1,221 ratings)",ultim guid uniti mechan cover keyfram curv invers kinemat strife set blend penni de,63 lectures,Beginner,11.5 hours
511,5e41155c70dfe123d09ba5b6,pli program train scratch rslogix500 5000,"4.4
(622 ratings)",pli program scratch train class control engin equip pli system allen bradley rslogix 500 vladimir romanc,91 lectures,All Levels,14.5 hours
512,5e41156970dfe123d09ba5b7,sal server administr part,"4.5
(2,022 ratings)",sal educ purpos rachel eschar,59 lectures,Beginner,10 hours
513,5e41156970dfe123d09ba5b8,scala spark big data machin learn,"4.4
(3,918 ratings)",learn latest big data technolog spark scala includ spark 20 datafram jose gorilla,80 lectures,All Levels,10 hours
514,5e41156970dfe123d09ba5b9,git github complet masterclass beginn git expert,"4.4
(1,113 ratings)",comprehens step step git github tutor great easi understand exampl quir bibhash roy,120 lectures,All Levels,12.5 hours
515,5e41156970dfe123d09ba5ba,build multiplay part race game uniti v2019,"4.6
(123 ratings)",learn vehicl physic game mechan ai network multiplay part race experi penni de,65 lectures,Beginner,14.5 hours
516,5e41156970dfe123d09ba5bb,learn oath 20 get start apt secur expert,"4.3
(1,209 ratings)",imagin could happen profession career skill oath 7300 satisfi student matthia bill,52 lectures,All Levels,4 hours
517,5e41156970dfe123d09ba5bc,get start apach cassandra,"4.3
(1,767 ratings)",learn everyth need know use apach cassandra infinit skill,124 lectures,All Levels,8 hours
518,5e41156970dfe123d09ba5bd,featur select machin learn,"4.6
(735 ratings)",beginn advanc someday gall,52 lectures,All Levels,5 hours
519,5e41156970dfe123d09ba5be,complet asp net mac web develop newbi nina,"4.3
(1,984 ratings)",quickli learn web develop asp net mac c absolut basi nina learn c mac like pro brest hargreav,92 lectures,All Levels,15.5 hours
520,5e41156970dfe123d09ba5bf,uniti c scrape complet c uniti game develop,"4.6
(658 ratings)",learn c scrape uniti game develop absolut basi creat game uniti use c ran bia,114 lectures,Beginner,25.5 hours
521,5e41156970dfe123d09ba5c0,doctor cava develop,"4.2
(1,890 ratings)",learn use doctor supercharg enterpris cava develop john thompson,104 lectures,Intermediate,10 hours
522,5e41156970dfe123d09ba5c1,materi iss scratch 5 project,"4.8
(1,261 ratings)",master html 5 materi iss framework build 5 real world respons materi design base theme bad travers,63 lectures,All Levels,10.5 hours
523,5e41156970dfe123d09ba5c2,sal advanc,"4.4
(1,131 ratings)",lead enhanc sal skill transform senior sal develop learn sal amarnath readi,82 lectures,Expert,5 hours
524,5e41156970dfe123d09ba5c3,make first game uniti c beginn cours,"4.5
(809 ratings)",beginn cours game develop learn use uniti program c make small game z alic ak blackthornprod,45 lectures,Beginner,4 hours
525,5e41156970dfe123d09ba5c4,game artist design simpl fix art scratch,"4.5
(959 ratings)",make art game icon anim use limp free photoshop altern ben twist,103 lectures,Beginner,18.5 hours
526,5e41156970dfe123d09ba5c5,complet apach groov develop cours,"4.3
(1,917 ratings)",learn program use apach groov dan vera,129 lectures,All Levels,13.5 hours
527,5e41156970dfe123d09ba5c6,azur drop board project managersanalystdevelop,"4.4
(1,023 ratings)",microsoft project manag tool azur drop board ti vest azur drop patrick video,7 lectures,Beginner,1.5 hours
528,5e41157570dfe123d09ba5c7,learn cava unit test unit mock 30 step,"4.4
(2,753 ratings)",learn mock unit popular cava unit test mock framework 25 exampl in28minut offici,38 lectures,All Levels,5 hours
529,5e41157570dfe123d09ba5c8,apach kaska realiz stream process master class,"4.6
(136 ratings)",process realiz stream use apach kaska kaska stream apt start beginn finish pro learn journal peasant human hand,75 lectures,All Levels,11 hours
530,5e41157570dfe123d09ba5c9,12 swift 42 complet pp develop bootcamp,"4.7
(125 ratings)",beginn pp develop one cours angela,525 lectures,All Levels,55.5 hours
531,5e41157570dfe123d09ba5ca,hero onlin account learn hero day,"4.5
(551 ratings)",need get regist set confid use hero qualifi account hero terrifi advis marion thomson,70 lectures,All Levels,4 hours
532,5e41157570dfe123d09ba5cb,beginn guid machin learn uniti,"4.5
(1,207 ratings)",advanc game ai genet algorithm neutral network learn c tensorflow uniti penni de,77 lectures,Intermediate,13 hours
533,5e41157570dfe123d09ba5cc,serverless react ampli complet guid,"4.4
(561 ratings)",build fullstack react ape faster ever scale million user run entir cloud reed larger,62 lectures,All Levels,8.5 hours
534,5e41157570dfe123d09ba5cd,build blockchain cryptocurr scratch,"4.5
(1,836 ratings)",build blockchain cryptocurr discov engin idea behind technolog like bitcoin ethereg david joseph kate,71 lectures,Intermediate,6.5 hours
535,5e41157570dfe123d09ba5ce,complet patron scrape automat,"4.5
(202 ratings)",automat repetit task patron patron scrape automat automat patron patron automat narendra p,100 lectures,Beginner,24.5 hours
536,5e41157570dfe123d09ba5cf,sweetest architect essenti road full stick,"4.5
(623 ratings)",advanc tutor learn essenti skill need transform career engin sweetest architect paul hetti,72 lectures,All Levels,13 hours
537,5e41157570dfe123d09ba5d0,doctor crash cours busi drop develop,"4.4
(8,598 ratings)",learn develop deploy web applic doctor technolog take drop skill next level w,49 lectures,All Levels,3 hours
538,5e41157570dfe123d09ba5d1,terraform beginn advanc fast track 012,"4.7
(186 ratings)",learn terraform quickli easili effect adam,47 lectures,All Levels,3 hours
539,5e41157570dfe123d09ba5d2,azur drop fundament beginn,"4.4
(376 ratings)",learn plan manag deploy first azur drop applic hand demon use case brian cup,41 lectures,Intermediate,3 hours
540,5e41157570dfe123d09ba5d3,build real world applic labor net core 31,"4.3
(135 ratings)",build real world applic use labor allow develop run c brother bhrugen panel,57 lectures,Beginner,3.5 hours
541,5e41157570dfe123d09ba5d4,complet linear algebra data scienc machin learn,"4.7
(263 ratings)",linear algebra data scienc big data machin learn engin comput scienc master linear algebra kashmir,210 lectures,All Levels,18 hours
542,5e41157570dfe123d09ba5d5,mathemat foundat machin learn ai,"4.3
(810 ratings)",learn core mathemat concept machin learn learn implement r patron eduonix learn solut,19 lectures,All Levels,4.5 hours
543,5e41157570dfe123d09ba5d6,user stori agil scrumproduct ownerbusi analysi,"4.1
(1,597 ratings)",complet overview requir user stori templ epic split accept criterion busi analyst exampl paul ashen,27 lectures,All Levels,1.5 hours
544,5e41158270dfe123d09ba5d7,practic data structur algorithm cava,"4.6
(3,987 ratings)",go zero hero import algorithm data structur use cava imtiaz ahead,45 lectures,All Levels,11.5 hours
545,5e41158270dfe123d09ba5d8,travel view fullstack web develop 2019,"4.6
(360 ratings)",learn build rest apt singl page applic travel view scratch compat travel 6 end muhamad saprudin,184 lectures,All Levels,25 hours
546,5e41158270dfe123d09ba5d9,travel 2019 complet guid real world project,"4.4
(1,579 ratings)",build simpl advanc web applic use pip popular web framework complet record 58 kati franz,196 lectures,All Levels,24 hours
547,5e41158270dfe123d09ba5da,learn understand day data visual,"4.5
(601 ratings)",dive deep hood day learn core concept build stun data visual use version x loui ramirez jr,84 lectures,All Levels,10.5 hours
548,5e41158270dfe123d09ba5db,dynamodb complet guid build 18 hand demon,"4.2
(725 ratings)",master amazon dynamodb serverless nose databas integr dynamodb w web mobil ape node rest apt rizmax academi royal salad,121 lectures,All Levels,16.5 hours
549,5e41158270dfe123d09ba5dc,vue essenti vex vue outer,"4.5
(1,291 ratings)",limit time learn vue vex vue outer take cours learn vue 11 hour stephen rider,139 lectures,Beginner,10.5 hours
550,5e41158270dfe123d09ba5dd,facebook alon travel add vue tail iss,"4.7
(104 ratings)",learn code social network platform lower travel apt built use vue singl page applic victor gonzalez,64 lectures,Intermediate,9 hours
551,5e41158270dfe123d09ba5de,program microsoft c exam 70483,"4.3
(2,169 ratings)",train must window store ape use c mortif infinit skill,101 lectures,Beginner,8.5 hours
552,5e41158270dfe123d09ba5df,apach kaska seri kill ksqldb stream process,"4.6
(326 ratings)",use sal apach kaska confluent ksqldb build entir taxi book applic base kill stream process stephen mark terrifi solut architect develop,36 lectures,Beginner,4 hours
553,5e41158270dfe123d09ba5e0,apach spark 3 big data essenti w scala rock jem,"4.8
(125 ratings)",updat 30 learn practic big data scala apach spark spark datafram dataset add spark sal daniel ciocîrlan,25 lectures,Intermediate,7.5 hours
554,5e41158270dfe123d09ba5e1,objectori program javascript,"4.6
(2,076 ratings)",learn top understand confus part javascript prepar technic interview hamedani,64 lectures,Intermediate,4 hours
555,5e41158270dfe123d09ba5e2,data scienc supervis machin learn patron,"4.6
(1,490 ratings)",full guid implement classic machin learn algorithm patron spirit learn lazi programm,52 lectures,Beginner,6 hours
556,5e41158270dfe123d09ba5e3,13 make amaz phone ape code 11 swift 5,"4.6
(208 ratings)",learn swiftli dark mode sign appl swift packag manag symbol new code 11 swift 51 nick walter,94 lectures,Beginner,12 hours
557,5e41158270dfe123d09ba5e4,rock serverless real world guid,"4.7
(138 ratings)",learn serverless architectur labia apt gateway drop dynamodb sam cloud serverless framework rajdeep sasha cloud architect fortun compani,175 lectures,All Levels,16 hours
558,5e41158270dfe123d09ba5e5,sal server integr servic sui introduct,"4.4
(1,768 ratings)",learn basi sal server integr servic sui practic activ use 70763 mortif philip button,46 lectures,Beginner,4 hours
559,5e41158270dfe123d09ba5e6,firebas restor masterclass,"4.4
(374 ratings)",fullstack develop angular 8 restor firebas storag cost firebas cloud function angularfir angular univers,63 lectures,All Levels,7 hours
560,5e41158e70dfe123d09ba5e7,learn deploy cava spring boot elast beanstalk,"4.5
(366 ratings)",learn deploy cava spring boot ape elast beanstalk take cava spring boot rest axi full stick in28minut offici,66 lectures,Beginner,6.5 hours
561,5e41158e70dfe123d09ba5e8,sal complet guid 2020 http http,"4.4
(307 ratings)",configur cloudflar free let encrypt salt certif nine apach web serv creat car sal request began stashchuk,110 lectures,All Levels,11 hours
562,5e41158e70dfe123d09ba5e9,learn spring boot 100 step beginn expert,"4.2
(2,257 ratings)",becom expert spring boot develop rest apt spring mac web applic 100 step in28minut offici,119 lectures,All Levels,13.5 hours
563,5e41158e70dfe123d09ba5ea,100 patron exercis evalu improv skill,"4.3
(1,465 ratings)",boost patron skill solv 100 patron assign rang easi expert level solut includ audit,207 lectures,All Levels,3 hours
564,5e41158e70dfe123d09ba5eb,machin learn ai support vector machin patron,"4.6
(322 ratings)",artifici intellig data scienc algorithm patron classif repress lazi programm,72 lectures,Expert,9 hours
565,5e41158e70dfe123d09ba5ec,complet javascript cours beginn profession,"4.4
(1,533 ratings)",cours need becom javascript develop 45 javascript project est son ajar much codestar rob perciv,402 lectures,All Levels,35 hours
566,5e41158e70dfe123d09ba5ed,andro jetpack masterclass olin,"4.6
(335 ratings)",olin room navig data bind move modif permiss lot captain stepan,69 lectures,All Levels,10 hours
567,5e41158e70dfe123d09ba5ee,complet window powershel scrape cours,"4.2
(355 ratings)",beverag power window powershel script automat manag environ leech academi,49 lectures,All Levels,6 hours
568,5e41158e70dfe123d09ba5ef,sap hand implement model report cours,"4.0
(1,641 ratings)",learn build real time platform use sap hand best sell product histori sap unpaid arm,110 lectures,All Levels,12.5 hours
569,5e41158e70dfe123d09ba5f0,uniti teach art realist light game develop,"4.7
(489 ratings)",learn ana cinemat teach art techniqu uniti game engin global illumin shade graph silver,63 lectures,Beginner,10.5 hours
570,5e41158e70dfe123d09ba5f1,electron desktop ape complet develop guid,"4.5
(2,263 ratings)",use electron framework build compel cross platform desktop applic latest web de technolog stephen rider,77 lectures,Beginner,8 hours
571,5e41158e70dfe123d09ba5f2,build e gdp data protect complianc scratch,"4.3
(863 ratings)",free gdp templ document practic gdp blueprint ciptcipmcipp mortif prepar poland coster,152 lectures,All Levels,12.5 hours
572,5e41158e70dfe123d09ba5f3,angular front back,"4.6
(5,398 ratings)",master angular 5 basi build advanc applic firebas restor well authent bad travers,73 lectures,All Levels,11.5 hours
573,5e41158e70dfe123d09ba5f4,full stick web develop,"4.3
(2,129 ratings)",learn full stick web develop build 40 project eduonix learn solut,208 lectures,Beginner,33 hours
